Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR1552444	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0005050590077274029)	(9.0, 0.0011784710180306065)	(10.0, 0.0011784710180306065)	(11.0, 0.0008417650128790047)	(12.0, 0.0010101180154548058)	(13.0, 0.0015151770231822085)	(14.0, 0.0011784710180306065)	(15.0, 0.0016835300257580094)	(16.0, 0.0037037660566676205)	(17.0, 0.006565767100456236)	(18.0, 0.007744238118486842)	(19.0, 0.011616357177730265)	(20.0, 0.02306436135288473)	(21.0, 0.033838953517735984)	(22.0, 0.05033754777016448)	(23.0, 0.0717183790972912)	(24.0, 0.11195474671290763)	(25.0, 0.16498594252428492)	(26.0, 0.22441455243354266)	(27.0, 0.29899493257462245)	(28.0, 0.3631374265560026)	(29.0, 0.4609505210525429)	(30.0, 0.5887304500075758)	(31.0, 0.711291435882759)	(32.0, 0.8288018316806681)	(33.0, 0.9766157679422213)	(34.0, 1.152713008636509)	(35.0, 1.3104597720500346)	(36.0, 1.4651761814171957)	(37.0, 1.6948096769305883)	(38.0, 1.9013788110910959)	(39.0, 2.0382498021852222)	(40.0, 2.1816865603798044)	(41.0, 2.322429670533174)	(42.0, 2.4864054950420043)	(43.0, 2.6552635566255325)	(44.0, 2.842303742487247)	(45.0, 3.123453256788835)	(46.0, 3.3877674708328422)	(47.0, 3.579353187764104)	(48.0, 3.7589858415124833)	(49.0, 3.881546827387666)	(50.0, 3.9751510968198116)	(51.0, 4.061179481136046)	(52.0, 4.121786562063335)	(53.0, 4.231721072745332)	(54.0, 4.23744507483291)	(55.0, 4.045354298893921)	(56.0, 3.857472348019327)	(57.0, 3.6682435731241267)	(58.0, 3.4318759575077027)	(59.0, 3.125473492819744)	(60.0, 2.7887674876681428)	(61.0, 2.426471826125019)	(62.0, 2.0454889812959816)	(63.0, 1.6959881479486187)	(64.0, 1.348844256637317)	(65.0, 1.0687048603511844)	(66.0, 0.8582636071314332)	(67.0, 0.6954662536406337)	(68.0, 0.5705483257293894)	(69.0, 0.4691998181787572)	(70.0, 0.3989966161046482)	(71.0, 0.3252580009764474)	(72.0, 0.27542551221401035)	(73.0, 0.23535749760096975)	(74.0, 0.20539066314247711)	(75.0, 0.1813161837741376)	(76.0, 0.15555817438004008)	(77.0, 0.13687099109412618)	(78.0, 0.11077627569487701)	(79.0, 0.0904055623832051)	(80.0, 0.08367144228017306)	(81.0, 0.07811579319517163)	(82.0, 0.06245896395562215)	(83.0, 0.05774507988349972)	(84.0, 0.048990723749558075)	(85.0, 0.032323776494553785)	(86.0, 0.02643142140440075)	(87.0, 0.018013771275610702)	(88.0, 0.009259415141669051)	(89.0, 0.006565767100456236)	(90.0, 0.0037037660566676205)	(91.0, 0.0020202360309096116)	(92.0, 0.0011784710180306065)	(93.0, 0.0006734120103032038)	(94.0, 0.0003367060051516019)	(95.0, 0.00016835300257580095)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR1552445	(0.0, 0.00033902499800822814)	(1.0, 0.00016951249900411407)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.00016951249900411407)	(6.0, 0.00016951249900411407)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0005085374970123422)	(10.0, 0.0006780499960164563)	(11.0, 0.0011865874930287986)	(12.0, 0.002203662487053483)	(13.0, 0.0020341499880493687)	(14.0, 0.0032207374810781673)	(15.0, 0.0040682999760987375)	(16.0, 0.004746349972115194)	(17.0, 0.007289037457176904)	(18.0, 0.01000123744124273)	(19.0, 0.015595149908378495)	(20.0, 0.020341499880493687)	(21.0, 0.030342737321736417)	(22.0, 0.04746349972115194)	(23.0, 0.06763548710264151)	(24.0, 0.1023855493984849)	(25.0, 0.15086612411366151)	(26.0, 0.2085003737750603)	(27.0, 0.26935536091753726)	(28.0, 0.34495793547337217)	(29.0, 0.4351385849435608)	(30.0, 0.5505765967653625)	(31.0, 0.659742646124012)	(32.0, 0.7585684330434104)	(33.0, 0.9163845696162406)	(34.0, 1.0735226561930544)	(35.0, 1.2255753677997447)	(36.0, 1.4033939792550605)	(37.0, 1.603418728079915)	(38.0, 1.780220264541206)	(39.0, 1.9109144012733776)	(40.0, 2.0499146504567514)	(41.0, 2.2318015618881657)	(42.0, 2.413179935822568)	(43.0, 2.5845570723157274)	(44.0, 2.8013635585419894)	(45.0, 3.046648144600942)	(46.0, 3.2941363931469487)	(47.0, 3.482125754542511)	(48.0, 3.67655659090023)	(49.0, 3.8689532772698993)	(50.0, 3.9638802767122034)	(51.0, 4.061349963639569)	(52.0, 4.170007475501206)	(53.0, 4.231031975142687)	(54.0, 4.211707550256218)	(55.0, 4.100846375907528)	(56.0, 3.9479461018058166)	(57.0, 3.7841970277678425)	(58.0, 3.559592966587391)	(59.0, 3.2373497059805705)	(60.0, 2.868490508147618)	(61.0, 2.5554009224870193)	(62.0, 2.181456349683944)	(63.0, 1.7778470895551486)	(64.0, 1.4644184788965415)	(65.0, 1.1631947681662307)	(66.0, 0.9270638570534999)	(67.0, 0.7577208705483899)	(68.0, 0.6202462338560534)	(69.0, 0.5207423969406384)	(70.0, 0.441410547406713)	(71.0, 0.36428236035984113)	(72.0, 0.3158017856446645)	(73.0, 0.2652870609414385)	(74.0, 0.22375649868543057)	(75.0, 0.1973125488407888)	(76.0, 0.17527592397025396)	(77.0, 0.15222222410569444)	(78.0, 0.12408314927101151)	(79.0, 0.11103068684769472)	(80.0, 0.09170626196122571)	(81.0, 0.07661964954985956)	(82.0, 0.0686525620966662)	(83.0, 0.058142787158411126)	(84.0, 0.04712447472314371)	(85.0, 0.03525859979285573)	(86.0, 0.030173224822732304)	(87.0, 0.02339272486256774)	(88.0, 0.013900024918337353)	(89.0, 0.008645137449209818)	(90.0, 0.004237812475102852)	(91.0, 0.002203662487053483)	(92.0, 0.002203662487053483)	(93.0, 0.0010170749940246844)	(94.0, 0.00033902499800822814)	(95.0, 0.00016951249900411407)	(96.0, 0.00016951249900411407)	(97.0, 0.00016951249900411407)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR1552446	(0.0, 0.0006791863347709444)	(1.0, 0.0003395931673854722)	(2.0, 0.0001697965836927361)	(3.0, 0.0001697965836927361)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0001697965836927361)	(7.0, 0.0001697965836927361)	(8.0, 0.0001697965836927361)	(9.0, 0.0008489829184636805)	(10.0, 0.0008489829184636805)	(11.0, 0.0001697965836927361)	(12.0, 0.0005093897510782084)	(13.0, 0.001528169253234625)	(14.0, 0.0022073555880055694)	(15.0, 0.001697965836927361)	(16.0, 0.002886541922776514)	(17.0, 0.004075118008625667)	(18.0, 0.005773083845553028)	(19.0, 0.010187795021564167)	(20.0, 0.01782864128773729)	(21.0, 0.028016436309301458)	(22.0, 0.04924100927089347)	(23.0, 0.1251400821815465)	(24.0, 0.19747342683465208)	(25.0, 0.20817061160729447)	(26.0, 0.24518626685231093)	(27.0, 0.33025435528237174)	(28.0, 0.3956260400040751)	(29.0, 0.49818317655448774)	(30.0, 0.6068529901178389)	(31.0, 0.6664515909939892)	(32.0, 0.7569531701022175)	(33.0, 0.9070533500865962)	(34.0, 1.0724352226033211)	(35.0, 1.2780588854552246)	(36.0, 1.6076340544028254)	(37.0, 1.925153665908242)	(38.0, 2.1441912588718717)	(39.0, 2.342174075457602)	(40.0, 2.482256257004109)	(41.0, 2.4987265256223044)	(42.0, 2.576323564369885)	(43.0, 2.8087750874452406)	(44.0, 3.0417360002716745)	(45.0, 3.3750466940605155)	(46.0, 3.674907460861888)	(47.0, 3.8878323768125784)	(48.0, 4.226236968112201)	(49.0, 4.375997554929194)	(50.0, 4.314191598465039)	(51.0, 4.259856691683363)	(52.0, 4.178693924678235)	(53.0, 4.215200190172174)	(54.0, 4.21740754576018)	(55.0, 3.957618772710293)	(56.0, 3.674907460861888)	(57.0, 3.3884606241722417)	(58.0, 3.0430943729412165)	(59.0, 2.6600332801304036)	(60.0, 2.2542194451047646)	(61.0, 1.9455292559513702)	(62.0, 1.6527999456650935)	(63.0, 1.349203654022481)	(64.0, 1.0999422691615446)	(65.0, 0.8632458314938702)	(66.0, 0.6773185723503242)	(67.0, 0.563045471525113)	(68.0, 0.47475124800489016)	(69.0, 0.3993615648453153)	(70.0, 0.3341596767073047)	(71.0, 0.2891635820287296)	(72.0, 0.2582606037966516)	(73.0, 0.22260332122117704)	(74.0, 0.18728563181308794)	(75.0, 0.16113695792440655)	(76.0, 0.1494209936496078)	(77.0, 0.13668624987265257)	(78.0, 0.10663225455903827)	(79.0, 0.09067137569192107)	(80.0, 0.08540768159744626)	(81.0, 0.0770876489965022)	(82.0, 0.07521988657588209)	(83.0, 0.06961659931402181)	(84.0, 0.057900635039223006)	(85.0, 0.0432981288416477)	(86.0, 0.030053995313614287)	(87.0, 0.021564166128977484)	(88.0, 0.012904540360647945)	(89.0, 0.007980439433558596)	(90.0, 0.004414711176011139)	(91.0, 0.0023771521716983053)	(92.0, 0.001528169253234625)	(93.0, 0.0008489829184636805)	(94.0, 0.0008489829184636805)	(95.0, 0.0008489829184636805)	(96.0, 0.0003395931673854722)	(97.0, 0.0001697965836927361)	(98.0, 0.0001697965836927361)	(99.0, 0.0)	(100.0, 0.0)
SRR1552447	(0.0, 0.0)	(1.0, 0.0001689126417599346)	(2.0, 0.0001689126417599346)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0001689126417599346)	(7.0, 0.0003378252835198692)	(8.0, 0.0003378252835198692)	(9.0, 0.0003378252835198692)	(10.0, 0.0005067379252798038)	(11.0, 0.000844563208799673)	(12.0, 0.0011823884923195423)	(13.0, 0.0013513011340794768)	(14.0, 0.000844563208799673)	(15.0, 0.0005067379252798038)	(16.0, 0.0023647769846390845)	(17.0, 0.004391728685758299)	(18.0, 0.004898466611038103)	(19.0, 0.01030367114735601)	(20.0, 0.019762779085912348)	(21.0, 0.028039498532149144)	(22.0, 0.047126627051021754)	(23.0, 0.13952184209370597)	(24.0, 0.21705274466151595)	(25.0, 0.2138434044680772)	(26.0, 0.26569958548837713)	(27.0, 0.3388387593704288)	(28.0, 0.3879923381225698)	(29.0, 0.5128187803831614)	(30.0, 0.6080855103357646)	(31.0, 0.6526784477603873)	(32.0, 0.7457493133701113)	(33.0, 0.8942235254770937)	(34.0, 1.0396573100323974)	(35.0, 1.279006523406225)	(36.0, 1.6582154041572779)	(37.0, 1.9458736330744464)	(38.0, 2.137758394113732)	(39.0, 2.3495748468806905)	(40.0, 2.4673069581873643)	(41.0, 2.4515980825036907)	(42.0, 2.533182888473739)	(43.0, 2.767971460520048)	(44.0, 3.0179621703247514)	(45.0, 3.4184540439375564)	(46.0, 3.7343206840286336)	(47.0, 3.9081317923996064)	(48.0, 4.276530264078024)	(49.0, 4.44240247828628)	(50.0, 4.399329754637496)	(51.0, 4.3444331460655174)	(52.0, 4.258456611409711)	(53.0, 4.301360422416735)	(54.0, 4.289705450135299)	(55.0, 4.034478448436038)	(56.0, 3.746820219518869)	(57.0, 3.3981845269263644)	(58.0, 2.9838418166892446)	(59.0, 2.6097003151909894)	(60.0, 2.2639361375084035)	(61.0, 1.965129674235079)	(62.0, 1.624601788447051)	(63.0, 1.296573438149258)	(64.0, 1.0405018732411973)	(65.0, 0.8273341193401597)	(66.0, 0.6641645074000628)	(67.0, 0.5548780281813851)	(68.0, 0.4528547925583847)	(69.0, 0.3739725888564952)	(70.0, 0.3238055342537946)	(71.0, 0.2680643624730162)	(72.0, 0.22870771694295144)	(73.0, 0.19256041160632542)	(74.0, 0.15303485343450074)	(75.0, 0.1322585984980288)	(76.0, 0.12516426754411156)	(77.0, 0.11401603318795585)	(78.0, 0.0927330403262041)	(79.0, 0.07330808652381161)	(80.0, 0.06063963839181652)	(81.0, 0.055572259139018476)	(82.0, 0.05016705460270058)	(83.0, 0.04341054893230319)	(84.0, 0.036822955903665744)	(85.0, 0.029221887024468686)	(86.0, 0.02347885720463091)	(87.0, 0.016722351534233525)	(88.0, 0.008952370013276534)	(89.0, 0.0037160781187185613)	(90.0, 0.003378252835198692)	(91.0, 0.0028715149099188884)	(92.0, 0.001689126417599346)	(93.0, 0.000844563208799673)	(94.0, 0.0003378252835198692)	(95.0, 0.0001689126417599346)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR1552448	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.00033725447873947763)	(3.0, 0.0005058817181092165)	(4.0, 0.00016862723936973882)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.00033725447873947763)	(10.0, 0.00033725447873947763)	(11.0, 0.0)	(12.0, 0.0008431361968486942)	(13.0, 0.0008431361968486942)	(14.0, 0.0006745089574789553)	(15.0, 0.0013490179149579105)	(16.0, 0.0008431361968486942)	(17.0, 0.0011803906755881717)	(18.0, 0.0021921541118066048)	(19.0, 0.0043843082236132095)	(20.0, 0.009949007122814591)	(21.0, 0.013827433628318585)	(22.0, 0.034737211310166195)	(23.0, 0.1719997841571336)	(24.0, 0.29459178717893375)	(25.0, 0.27283887330023743)	(26.0, 0.31061137491905894)	(27.0, 0.3878426505503993)	(28.0, 0.4180269263975826)	(29.0, 0.5195405244981653)	(30.0, 0.5760306496870278)	(31.0, 0.5563012626807684)	(32.0, 0.5751875134901792)	(33.0, 0.6729913123246276)	(34.0, 0.8078931038204187)	(35.0, 1.1033280271962012)	(36.0, 1.5899862400172673)	(37.0, 1.955064213252752)	(38.0, 2.2412246384631986)	(39.0, 2.532949762572847)	(40.0, 2.638847668897043)	(41.0, 2.5452595510468377)	(42.0, 2.638679041657673)	(43.0, 2.9808237103388735)	(44.0, 3.259227282538312)	(45.0, 3.729360025901144)	(46.0, 4.075045866609109)	(47.0, 4.363229818691992)	(48.0, 5.071295596805526)	(49.0, 5.290342380746816)	(50.0, 5.112777897690481)	(51.0, 4.938754586660911)	(52.0, 4.661194150658321)	(53.0, 4.638092218864666)	(54.0, 4.625613803151306)	(55.0, 4.168971238938053)	(56.0, 3.7182306281027415)	(57.0, 3.2767645154327654)	(58.0, 2.5455968055255775)	(59.0, 1.951017159507878)	(60.0, 1.5581156917763868)	(61.0, 1.271280757608461)	(62.0, 1.0458261385711203)	(63.0, 0.8124460392834018)	(64.0, 0.6286423483703864)	(65.0, 0.5060503453485863)	(66.0, 0.39728577595510467)	(67.0, 0.33168977984027626)	(68.0, 0.283462389380531)	(69.0, 0.24096832505935678)	(70.0, 0.21921541118066049)	(71.0, 0.1811056550830995)	(72.0, 0.15783509605007554)	(73.0, 0.14805471616663068)	(74.0, 0.12680768400604361)	(75.0, 0.10707829699978415)	(76.0, 0.09459988128642349)	(77.0, 0.08583126483919706)	(78.0, 0.07790578458881933)	(79.0, 0.06930579538096267)	(80.0, 0.05969404273688755)	(81.0, 0.05868227930066911)	(82.0, 0.060705806173105975)	(83.0, 0.05581561623138355)	(84.0, 0.04519210015109001)	(85.0, 0.03237642995898986)	(86.0, 0.026474476581048997)	(87.0, 0.018211741851931796)	(88.0, 0.006576462335419815)	(89.0, 0.00286666306928556)	(90.0, 0.0015176451543276494)	(91.0, 0.00033725447873947763)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR1552449	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0005058783059147292)	(10.0, 0.0006745044078863055)	(11.0, 0.00033725220394315275)	(12.0, 0.00033725220394315275)	(13.0, 0.00033725220394315275)	(14.0, 0.0008431305098578819)	(15.0, 0.0006745044078863055)	(16.0, 0.0010117566118294583)	(17.0, 0.0028666437335167984)	(18.0, 0.0037097742433746805)	(19.0, 0.005901913569005174)	(20.0, 0.010792070526180888)	(21.0, 0.01719986240110079)	(22.0, 0.040301638371206754)	(23.0, 0.1934141389613981)	(24.0, 0.33522869071949385)	(25.0, 0.30437011405869535)	(26.0, 0.3249424984992277)	(27.0, 0.40841241897515795)	(28.0, 0.44213763936947326)	(29.0, 0.5431446744504475)	(30.0, 0.5971050270813519)	(31.0, 0.5814227995979954)	(32.0, 0.6205440552554011)	(33.0, 0.7392568310433909)	(34.0, 0.8770243563541688)	(35.0, 1.171108278192598)	(36.0, 1.6871041502256217)	(37.0, 2.061622722704493)	(38.0, 2.3315931119609865)	(39.0, 2.6489474358714937)	(40.0, 2.7337663651631963)	(41.0, 2.5693559157409096)	(42.0, 2.622473137861956)	(43.0, 2.9251569909009354)	(44.0, 3.248581854482419)	(45.0, 3.7559777953148923)	(46.0, 4.059167526659787)	(47.0, 4.3030008701106865)	(48.0, 4.993524757684291)	(49.0, 5.219989612632118)	(50.0, 5.0603006940650355)	(51.0, 4.878690382241648)	(52.0, 4.619174811307392)	(53.0, 4.61040625400487)	(54.0, 4.560830180025226)	(55.0, 4.135217898648968)	(56.0, 3.7163506613515715)	(57.0, 3.235597644630608)	(58.0, 2.508313266827199)	(59.0, 1.9339727635120096)	(60.0, 1.5586110605232806)	(61.0, 1.3031425160363423)	(62.0, 1.0336780050857632)	(63.0, 0.7916995487565512)	(64.0, 0.6352145261269282)	(65.0, 0.5062155581186724)	(66.0, 0.3913811826760287)	(67.0, 0.3203895937459951)	(68.0, 0.27435466790775476)	(69.0, 0.22831974206951444)	(70.0, 0.1915592518397108)	(71.0, 0.1569909009355376)	(72.0, 0.13945378633049366)	(73.0, 0.11534025374855825)	(74.0, 0.10370505271251947)	(75.0, 0.0920698516764807)	(76.0, 0.07841113741678302)	(77.0, 0.07385823266355046)	(78.0, 0.058681883486108574)	(79.0, 0.048901569571757154)	(80.0, 0.04822706516387085)	(81.0, 0.04721530855204139)	(82.0, 0.03912125565740572)	(83.0, 0.03558010751600262)	(84.0, 0.02883506343713956)	(85.0, 0.020572384440532318)	(86.0, 0.018042992910958674)	(87.0, 0.011129322730124042)	(88.0, 0.004215652549289409)	(89.0, 0.0011803827138010348)	(90.0, 0.0005058783059147292)	(91.0, 0.0005058783059147292)	(92.0, 0.00016862610197157637)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR1552450	(0.0, 0.0)	(1.0, 0.0001692660286465827)	(2.0, 0.0001692660286465827)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0001692660286465827)	(6.0, 0.0001692660286465827)	(7.0, 0.0003385320572931654)	(8.0, 0.0005077980859397481)	(9.0, 0.0001692660286465827)	(10.0, 0.0001692660286465827)	(11.0, 0.0001692660286465827)	(12.0, 0.0011848622005260789)	(13.0, 0.0020311923437589924)	(14.0, 0.0018619263151124098)	(15.0, 0.0018619263151124098)	(16.0, 0.0030467885156384884)	(17.0, 0.005924311002630394)	(18.0, 0.00812476937503597)	(19.0, 0.01387981434901978)	(20.0, 0.02505137223969424)	(21.0, 0.03689999424495503)	(22.0, 0.054503661224199626)	(23.0, 0.0849715463805845)	(24.0, 0.12542612722711777)	(25.0, 0.17180501907628143)	(26.0, 0.23172519321717172)	(27.0, 0.31026463050918607)	(28.0, 0.383726086941803)	(29.0, 0.4756375404968973)	(30.0, 0.594631558635445)	(31.0, 0.7220888782063217)	(32.0, 0.8619026178683992)	(33.0, 1.0189814924524279)	(34.0, 1.1813076139245007)	(35.0, 1.3306002511907866)	(36.0, 1.5333809535093925)	(37.0, 1.737177251999878)	(38.0, 1.9057662165318745)	(39.0, 2.0878964633555976)	(40.0, 2.231264789619253)	(41.0, 2.348396881442688)	(42.0, 2.5027674995683715)	(43.0, 2.6788041693608178)	(44.0, 2.8435000152339422)	(45.0, 3.041710534779091)	(46.0, 3.2397517882955924)	(47.0, 3.390060021733758)	(48.0, 3.5814999001330428)	(49.0, 3.7614296885843603)	(50.0, 3.841831052191487)	(51.0, 3.932049845460116)	(52.0, 4.020237446384986)	(53.0, 4.065939274119563)	(54.0, 4.063400283689864)	(55.0, 4.027515885616788)	(56.0, 3.935942964118987)	(57.0, 3.7605833584411275)	(58.0, 3.5264884408229036)	(59.0, 3.249399951928448)	(60.0, 2.8939412917706244)	(61.0, 2.5158009837741586)	(62.0, 2.1677900288767846)	(63.0, 1.8133469648908402)	(64.0, 1.4883561898894015)	(65.0, 1.1752140368932236)	(66.0, 0.935364074301016)	(67.0, 0.747140250446016)	(68.0, 0.5883687155755215)	(69.0, 0.4725907519812588)	(70.0, 0.3825412247412769)	(71.0, 0.32329811471497294)	(72.0, 0.2652398668891951)	(73.0, 0.21005914155040908)	(74.0, 0.18297657696695588)	(75.0, 0.15961786501372746)	(76.0, 0.1342279607167401)	(77.0, 0.11899401813854762)	(78.0, 0.10020548895877696)	(79.0, 0.0831096200654721)	(80.0, 0.07007613585968524)	(81.0, 0.058566045911717615)	(82.0, 0.047055955963749986)	(83.0, 0.03639219615901528)	(84.0, 0.028944490898565642)	(85.0, 0.020481189466236505)	(86.0, 0.012187154062553954)	(87.0, 0.00693990717450989)	(88.0, 0.0028775224869919055)	(89.0, 0.0015233942578192442)	(90.0, 0.0005077980859397481)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR1552451	(0.0, 0.0003370106815535518)	(1.0, 0.0005055160223303277)	(2.0, 0.0003370106815535518)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0001685053407767759)	(7.0, 0.0001685053407767759)	(8.0, 0.0001685053407767759)	(9.0, 0.0003370106815535518)	(10.0, 0.0003370106815535518)	(11.0, 0.0003370106815535518)	(12.0, 0.0005055160223303277)	(13.0, 0.001853558748544535)	(14.0, 0.0021905694300980868)	(15.0, 0.001853558748544535)	(16.0, 0.004044128178642622)	(17.0, 0.007245729653401364)	(18.0, 0.007245729653401364)	(19.0, 0.01112135249126721)	(20.0, 0.01735605010000792)	(21.0, 0.026960854524284143)	(22.0, 0.04633896871361338)	(23.0, 0.07245729653401364)	(24.0, 0.10514733264470816)	(25.0, 0.15350836544764285)	(26.0, 0.20743007449621115)	(27.0, 0.28308897250498355)	(28.0, 0.37256530845745156)	(29.0, 0.4650747405439015)	(30.0, 0.5695480518255026)	(31.0, 0.6885128224139064)	(32.0, 0.8398306184314511)	(33.0, 0.9815436100247198)	(34.0, 1.1089336476519625)	(35.0, 1.2703617641161136)	(36.0, 1.4707146142997003)	(37.0, 1.694995222873589)	(38.0, 1.8902929128338724)	(39.0, 2.024760174773739)	(40.0, 2.1663046610262313)	(41.0, 2.313915339546687)	(42.0, 2.4369242383137335)	(43.0, 2.65766623473131)	(44.0, 2.8767231777411184)	(45.0, 3.0588774511208134)	(46.0, 3.2663075256170244)	(47.0, 3.446945250929728)	(48.0, 3.6033182071705765)	(49.0, 3.7499178536463713)	(50.0, 3.845965897889134)	(51.0, 3.91252550749596)	(52.0, 4.012954690598919)	(53.0, 4.115068927109645)	(54.0, 4.159048821052383)	(55.0, 4.085917503155263)	(56.0, 3.963919636432877)	(57.0, 3.756152551255112)	(58.0, 3.5180545047375276)	(59.0, 3.2998400884316026)	(60.0, 2.9741192647100947)	(61.0, 2.59599328000701)	(62.0, 2.2187098220078085)	(63.0, 1.868724229214445)	(64.0, 1.5098078533599122)	(65.0, 1.1569576697733435)	(66.0, 0.9272848902945978)	(67.0, 0.7636662044003485)	(68.0, 0.5965089063497867)	(69.0, 0.4689503633817674)	(70.0, 0.39716708821086083)	(71.0, 0.3228562329283027)	(72.0, 0.2711250933098324)	(73.0, 0.21989946971369256)	(74.0, 0.18114324133503412)	(75.0, 0.1637871912350262)	(76.0, 0.1433980450010363)	(77.0, 0.12115534001850188)	(78.0, 0.10531583798548494)	(79.0, 0.09604804424276227)	(80.0, 0.07666993005343305)	(81.0, 0.06268398676896064)	(82.0, 0.05021459155147922)	(83.0, 0.042294840534970755)	(84.0, 0.033869573496131955)	(85.0, 0.023590747708748628)	(86.0, 0.014322953966025951)	(87.0, 0.006908718971847812)	(88.0, 0.005055160223303277)	(89.0, 0.00370711749708907)	(90.0, 0.002022064089321311)	(91.0, 0.0011795373854374314)	(92.0, 0.0003370106815535518)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
